0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
0102,55,30,69.56, 86.00,2021/07/29 00:45:05
0102,47,9,69.56, 86.00,2021/07/29 00:45:10
0102,78,86,69.56, 86.00,2021/07/29 00:45:20
0102,75,42,69.56, 86.00,2021/07/29 00:45:25
0102,65,4,69.56, 86.00,2021/07/29 00:45:35
0102,47,18,69.56, 86.00,2021/07/29 00:45:45
0102,50,8,69.56, 86.00,2021/07/29 00:45:55
0102,98,95,69.56, 86.00,2021/07/29 00:46:10
0102,66,58,69.56, 86.00,2021/07/29 00:46:15
0102,73,70,69.56, 86.00,2021/07/29 00:46:20
0102,69,91,69.56, 86.00,2021/07/29 00:46:35
0102,50,2,69.56, 86.00,2021/07/29 00:46:40
0102,84,33,69.56, 86.00,2021/07/29 00:46:45
0102,46,87,69.56, 86.00,2021/07/29 00:46:50
0102,70,51,69.56, 86.00,2021/07/29 00:47:15
0102,56,40,69.56, 86.00,2021/07/29 00:47:20
0102,81,27,69.56, 86.00,2021/07/29 00:47:25
